title,release_date,genres,original_language,vote_average,vote_count,popularity,budget,production_companies,revenue,runtime,profit
One Ranger,2023-05-05,"['Action', 'Thriller']",English,5.3,6,92.31,0,"['BondIt Media Capital', 'Lionsgate', 'Renegade Entertainment']",0,95,0
Lou,2022-09-23,"['Action', 'Thriller']",English,6.7,518,75.768,0,['Bad Robot'],0,107,0
Mulan,1998-06-18,"['Animation', 'Family', 'Adventure']",English,7.9,8667,79.085,90000000,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",304320254,88,214320254
Corrective Measures,2022-04-29,"['Action', 'Science Fiction', 'Thriller']",English,5.3,50,73.469,0,"['Tubi TV', 'The Exchange', 'Arcana Productions']",0,106,0
The Shawshank Redemption,1994-09-23,"['Drama', 'Crime']",English,8.7,23715,84.139,25000000,['Castle Rock Entertainment'],28341469,142,3341469
Groot's First Steps,2022-08-10,"['Animation', 'Family', 'Comedy', 'Science Fiction']",English,7.0,268,73.383,0,"['Marvel Studios', 'Luma Pictures']",0,6,0
Diary of a Wimpy Kid: Rodrick Rules,2022-12-02,"['Animation', 'Comedy', 'Family']",English,7.1,116,68.235,0,"['Walt Disney Pictures', 'Bardel Entertainment', '20th Century Studios']",0,74,0
Cars 2,2011-06-11,"['Animation', 'Family', 'Adventure', 'Comedy']",English,6.1,6885,76.092,200000000,"['Pixar', 'Walt Disney Pictures']",559852396,106,359852396
Toy Story 4,2019-06-19,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",English,7.5,8799,68.042,175000000,"['Walt Disney Pictures', 'Pixar']",1073394593,100,898394593
Sonic the Hedgehog,2020-02-12,"['Action', 'Science Fiction', 'Comedy', 'Family']",English,7.4,8658,71.239,85000000,"['Original Film', 'Blur Studio', 'Marza Animation Planet', 'Paramount', 'SEGA']",319715683,99,234715683
PAW Patrol: The Movie,2021-08-09,"['Animation', 'Family', 'Adventure', 'Comedy']",English,7.4,1105,67.095,26000000,"['Spin Master', 'Nickelodeon Movies', 'Paramount', 'Mikros Image', 'Elevation Pictures']",144327371,86,118327371
Shrek Forever After,2010-05-16,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",English,6.3,6529,79.222,165000000,"['DreamWorks Animation', 'Paramount']",752600867,93,587600867
Good Will Hunting,1997-12-05,['Drama'],English,8.1,10688,97.62,10000000,"['Miramax', 'Lawrence Bender Productions', 'Be Gentlemen Limited Partnership']",225933435,127,215933435
Geostorm,2017-10-13,"['Action', 'Science Fiction', 'Thriller']",English,6.1,4282,89.959,120000000,"['Twisted Media', 'Skydance Media', 'RatPac Entertainment', 'Electric Entertainment', 'Warner Bros. Pictures', 'October Pictures']",221600160,109,101600160
Frozen,2013-11-20,"['Animation', 'Family', 'Adventure', 'Fantasy']",English,7.2,15153,70.892,150000000,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",1274219009,102,1124219009
Kung Fu Panda,2008-06-04,"['Action', 'Adventure', 'Animation', 'Family', 'Comedy']",English,7.2,10186,75.488,130000000,"['DreamWorks Animation', 'Paramount']",631744560,90,501744560
Toy Story 2,1999-10-30,"['Animation', 'Comedy', 'Family']",English,7.6,12535,69.125,90000000,['Pixar'],497366869,92,407366869
Monster Hunter,2020-12-03,"['Action', 'Fantasy', 'Adventure']",English,6.7,2888,72.326,60000000,"['CAPCOM', 'Constantin Film', 'Impact Pictures', 'Tencent Pictures', 'TOHO']",42145959,104,-17854041
The Nightmare Before Christmas,1993-10-09,"['Fantasy', 'Animation', 'Family']",English,7.8,8237,71.049,24000000,"['Tim Burton Productions', 'Skellington Productions Inc.', 'Touchstone Pictures', 'Walt Disney Pictures']",75634409,76,51634409
Scream 2,1997-12-12,"['Horror', 'Mystery']",English,6.5,3460,72.381,24000000,"['Konrad Pictures', 'Dimension Films', 'Craven-Maddalena Films']",172363301,120,148363301
Ghostbusters: Afterlife,2021-11-11,"['Fantasy', 'Comedy', 'Adventure']",English,7.5,3605,71.202,75000000,"['Columbia Pictures', 'Bron Studios', 'The Montecito Picture Company', 'Ghost Corps']",191000000,124,116000000
Shrek the Third,2007-05-17,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",English,6.3,8056,70.102,160000000,"['DreamWorks Animation', 'Pacific Data Images', 'Paramount']",813367380,93,653367380
Blood,2023-01-12,"['Thriller', 'Horror']",English,5.9,50,66.741,0,"['H2L Media Group', 'Rhea Films']",0,108,0
Luz Mala,2022-11-17,['Horror'],Spanish,4.3,3,63.469,0,['Machaco Films'],0,74,0
Un parcero en Nueva York,2022-08-18,"['Comedy', 'Drama']",Spanish,7.3,7,73.276,0,"['Trompetero Producciones', 'Cinecolor Films']",0,100,0
The Hobbit: The Battle of the Five Armies,2014-12-10,"['Action', 'Adventure', 'Fantasy']",English,7.3,12963,74.546,250000000,"['Warner Bros. Pictures', 'WingNut Films', 'New Line Cinema', '3Foot7', 'Metro-Goldwyn-Mayer']",956019788,144,706019788
Halloween Ends,2022-10-12,"['Horror', 'Thriller']",English,6.3,1271,67.258,20000000,"['Universal Pictures', 'Blumhouse Productions', 'Miramax', 'Rough House Pictures', 'Trancas International Films']",104186860,111,84186860
Saint Seiya Heaven Chapter: Overture,2004-02-14,"['Animation', 'Fantasy']",Japanese,7.6,224,67.667,0,['Toei Animation'],0,83,0
Pirates of the Caribbean: Dead Man's Chest,2006-07-06,"['Adventure', 'Fantasy', 'Action']",English,7.3,14464,71.717,200000000,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Second Mate Productions']",1065659812,151,865659812
Blacklight,2022-02-10,"['Action', 'Thriller']",English,6.3,868,74.092,43000000,"['The Solution', 'Zero Gravity Management', 'Film Victoria', 'Lightstream Entertainment', 'Screen Australia']",15400000,104,-27600000
Black Widow,2021-07-07,"['Action', 'Adventure', 'Science Fiction']",English,7.3,8878,91.333,200000000,['Marvel Studios'],379751131,134,179751131
LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,2017-12-09,"['Animation', 'Family', 'Science Fiction']",English,6.9,44,72.621,0,"['Pure Imagination Studios', 'LEGO', 'Marvel Entertainment']",0,22,0
Brothers,2009-01-22,"['Drama', 'Thriller', 'War']",English,7.3,2995,62.395,26000000,"['Lionsgate', 'Relativity Media', 'Sighvatsson Films', 'Michael De Luca Productions', 'Palomar Pictures']",43318349,105,17318349
Up,2009-05-28,"['Animation', 'Comedy', 'Family', 'Adventure']",English,7.9,18365,69.609,175000000,['Pixar'],735099082,96,560099082
One Piece Film Red,2022-08-06,"['Animation', 'Adventure', 'Action', 'Fantasy']",Japanese,7.5,491,73.949,0,"['Toei Animation', 'Shueisha', 'Toei Company', 'Fuji Television Network', 'Bandai', 'Bandai Namco Entertainment', 'ADK Emotions', 'dentsu']",150797338,115,150797338
The Parent Trap,1998-07-28,"['Comedy', 'Family']",English,7.2,3665,72.8,15000000,['Walt Disney Pictures'],92108518,128,77108518
American Sniper,2014-12-25,"['War', 'Action']",English,7.4,11817,91.498,58800000,"['RatPac Entertainment', 'Village Roadshow Pictures', '22 & Indiana Pictures', 'Malpaso Productions', 'Warner Bros. Pictures', 'Mad Chance']",542307423,133,483507423
Lupin The 3rd vs. Cat’s Eye,2023-01-23,"['Animation', 'Action', 'Adventure', 'Comedy']",Japanese,6.0,64,66.985,0,['TMS Entertainment'],0,92,0
The Dark Knight,2008-07-14,"['Drama', 'Action', 'Crime', 'Thriller']",English,8.5,29634,81.582,185000000,"['DC Comics', 'Legendary Pictures', 'Syncopy', 'Isobel Griffiths', 'Warner Bros. Pictures']",1004558444,152,819558444
Frozen II,2019-11-20,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']",English,7.3,8830,76.433,150000000,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",1450026933,103,1300026933
Watcher,2022-06-03,"['Mystery', 'Thriller', 'Horror']",English,6.6,537,62.76,5000000,"['Imagenation Abu Dhabi FZ', 'Lost City', 'Spooky Pictures', 'AGC Studios']",2543216,96,-2456784
Thor,2011-04-21,"['Adventure', 'Fantasy', 'Action']",English,6.8,19566,81.847,150000000,['Marvel Studios'],449326618,115,299326618
Howl's Moving Castle,2004-09-09,"['Fantasy', 'Animation', 'Adventure']",Japanese,8.4,8251,70.927,24000000,"['Studio Ghibli', 'dentsu Music And Entertainment', 'Mitsubishi', 'Nippon Television Network Corporation', 'Tohokushinsha Film Corporation', 'Tokuma Shoten', 'd-rights', 'Walt Disney Pictures']",236049757,119,212049757
The Last Warrior: Root of Evil,2021-01-01,"['Fantasy', 'Adventure', 'Comedy']",Russian,6.9,129,66.286,8400000,"['Yellow, Black & White', 'The Walt Disney Company CIS', 'Cinema Fund', 'Russia-1']",27658331,120,19258331
The Hunger Games: Catching Fire,2013-11-15,"['Adventure', 'Action', 'Science Fiction']",English,7.4,15792,77.616,130000000,"['Lionsgate', 'Color Force']",865011746,146,735011746
Love at First Kiss,2023-03-03,"['Romance', 'Comedy']",Spanish,6.3,131,77.486,0,['Zeta Studios'],0,96,0
"Miraculous World: New York, United HeroeZ",2020-12-18,"['Animation', 'TV Movie', 'Fantasy', 'Action']",French,8.2,980,65.248,0,"['Zagtoon', 'Method Animation', 'Toei Animation', 'SAMG Animation', 'Norman Studio Works', 'The Walt Disney Company France', 'TF1', 'Mediawan', 'Télé-Québec', 'Fantawild Animation', 'Gloob']",0,62,0
The Requin,2022-01-28,"['Thriller', 'Horror']",English,5.0,289,62.98,8500000,"['Film Bridge International', 'Paper Street Pictures', 'Saban Films']",130493,89,-8369507
The Unbearable Weight of Massive Talent,2022-04-20,"['Action', 'Comedy', 'Crime']",English,6.8,1242,77.336,30000000,"['Saturn Films', 'Burr! Productions']",29116320,107,-883680
Thor: Ragnarok,2017-10-24,"['Action', 'Adventure', 'Fantasy', 'Science Fiction', 'Comedy']",English,7.6,19046,74.685,180000000,['Marvel Studios'],855301806,131,675301806
Space Jam: A New Legacy,2021-07-08,"['Family', 'Animation', 'Comedy', 'Science Fiction']",English,6.9,3588,57.449,161900000,"['Warner Animation Group', 'SpringHill Entertainment', 'Proximity Media', 'Warner Bros. Pictures']",162892228,115,992228
Trick or Treat Scooby-Doo!,2022-10-04,"['Adventure', 'Mystery', 'Comedy', 'Animation', 'Family']",English,7.3,147,61.983,0,"['Warner Bros. Animation', 'Hanna-Barbera Productions']",0,78,0
Undisputed III: Redemption,2010-05-22,"['Action', 'Thriller']",English,7.5,747,74.297,3000000,"['Undisputed 3 Productions', 'Nu Image']",0,96,-3000000
High Heat,2022-12-16,"['Action', 'Thriller', 'Crime', 'Comedy']",English,5.9,74,64.589,0,"['BondIt Media Capital', 'Buffalo 8 Productions', 'Lucky 13 Productions']",0,84,0
The Last Client,2022-06-20,"['Thriller', 'Crime']",Danish,7.5,89,67.257,0,['Deluca Film'],0,95,0
Finding Nemo,2003-05-30,"['Animation', 'Family']",English,7.8,17623,68.898,94000000,['Pixar'],940335536,100,846335536
Dracula: The Original Living Vampire,2022-01-28,"['Horror', 'Fantasy', 'Thriller']",English,5.4,73,66.821,0,"['The Asylum', 'The Global Asylum, LLC.']",0,86,0
The Meg,2018-08-09,"['Action', 'Science Fiction', 'Horror']",English,6.2,6386,83.626,150000000,"['Apelles Entertainment', 'Gravity Pictures', 'di Bonaventura Pictures', 'Flagship Entertainment Group', 'Maeday Productions', 'Warner Bros. Pictures']",530517320,113,380517320
The Exorcist,1973-12-26,['Horror'],English,7.7,6958,64.234,15000000,"['Hoya Productions', 'Warner Bros. Pictures']",441405644,122,426405644
Naked Rashomon,1973-07-04,"['Drama', 'Romance']",Japanese,6.7,3,86.173,0,['Nikkatsu Corporation'],0,72,0
Welcome to the Club,2022-09-08,"['Animation', 'Comedy']",English,6.6,149,57.03,0,"['Gracie Films', '20th Television', '20th Television Animation']",0,4,0
Nobody,2021-03-18,"['Action', 'Crime', 'Thriller']",English,8.1,5816,63.359,17000000,"['87North Productions', 'Odenkirk Provissiero Entertainment', 'Eighty Two Films']",61779301,92,44779301
Grown Ups,2010-06-24,['Comedy'],English,6.4,5394,72.441,80000000,"['Columbia Pictures', 'Relativity Media', 'Sony Pictures', 'Happy Madison Productions']",271430189,102,191430189
Overdose,2022-11-04,['Action'],French,6.6,145,54.239,0,"['Gaumont', 'Amazon Studios']",0,119,0
Chernobyl: Abyss,2021-04-15,"['Drama', 'History', 'Adventure', 'Action', 'Fantasy', 'Mystery']",Russian,6.2,430,63.15,9100000,"['Non-Stop Productions', 'DK Entertainment', 'Central Partnership', 'KIT Film Studio']",6459306,136,-2640694
The Hangover,2009-06-02,['Comedy'],English,7.3,15416,73.308,35000000,"['Legendary Pictures', 'Green Hat Films', 'Warner Bros. Pictures']",469310836,100,434310836
Seitokai Yakuindomo the Movie 2,2021-01-01,"['Animation', 'Comedy']",Japanese,6.3,7,64.834,0,"['GoHands', 'Glovision', 'THE KLOCKWORX', 'King Records']",0,78,0
Mary Magdalene,2018-03-15,"['Drama', 'History']",English,6.3,479,79.081,0,"['See-Saw Films', 'Porchlight Films', 'Universal Pictures International Production (UPIP)', 'Film4 Productions', 'Focus Features']",11710110,120,11710110
Chokehold,2023-04-21,"['Thriller', 'Drama']",Turkish,5.6,26,66.367,0,['Ay Yapım'],0,112,0
Scary Movie,2000-07-07,['Comedy'],English,6.3,6135,59.494,19000000,"['Brad Grey Pictures', 'Gold/Miller Productions', 'Wayans Bros. Entertainment', 'Dimension Films']",278019771,88,259019771
The Unholy,2021-03-31,"['Horror', 'Mystery']",English,6.7,1861,57.558,10000000,"['Ghost House Pictures', 'Screen Gems']",30833138,99,20833138
Day Shift,2022-08-12,"['Action', 'Fantasy', 'Horror', 'Comedy']",English,6.9,1560,92.851,0,"['87Eleven', 'Impossible Dream Entertainment']",0,113,0
Ready Player One,2018-03-28,"['Science Fiction', 'Adventure', 'Action']",English,7.6,13997,72.223,175000000,"['Amblin Entertainment', 'De Line Pictures', 'Warner Bros. Pictures', 'Dune Entertainment', 'Farah Films & Management', 'Reliance Entertainment', 'Village Roadshow Pictures']",607274134,140,432274134
Dragon Ball Z: Broly – Second Coming,1994-03-12,"['Animation', 'Action', 'Science Fiction']",Japanese,6.7,563,64.505,0,"['Toei Company', 'Bird Studios', 'Toei Animation']",24200000,48,24200000
Get Out,2017-02-24,"['Mystery', 'Thriller', 'Horror']",English,7.6,15601,63.985,4500000,"['Monkeypaw Productions', 'Blumhouse Productions', 'QC Entertainment']",255407969,104,250907969
In the Forest,2022-01-28,"['Horror', 'Thriller']",English,6.0,31,60.94,0,['Vertical Entertainment'],0,83,0
Monsters University,2013-06-19,"['Animation', 'Family']",English,7.0,9668,64.217,200000000,"['Pixar', 'Walt Disney Pictures']",743559607,104,543559607
Jungle Cruise,2021-07-28,"['Action', 'Adventure', 'Fantasy']",English,7.4,4958,69.24,200000000,"['Walt Disney Pictures', 'Seven Bucks Productions', 'Davis Entertainment', 'Flynn Picture Company', 'TSG Entertainment', 'Zaftig Films']",220889446,127,20889446
Last Sentinel,2023-03-17,"['Science Fiction', 'Thriller', 'Drama']",English,6.2,32,67.719,0,"['Allfilm', 'Sentinel Entertainment', 'Kick Film', 'CrossDay Productions', 'Stigma Films', 'Tallifornia']",0,112,0
The Menu,2022-11-17,"['Horror', 'Thriller', 'Comedy']",English,7.2,3075,65.439,35000000,"['Hyperobject Industries', 'Searchlight Pictures', 'Gary Sanchez Productions', 'TSG Entertainment']",79628200,107,44628200
Pinocchio,2022-09-07,"['Fantasy', 'Adventure', 'Family']",English,6.5,1357,68.322,0,"['Walt Disney Pictures', 'Depth of Field', 'ImageMovers']",0,105,0
World War Z,2013-06-20,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",English,6.8,14026,74.792,200000000,"['GK Films', 'Paramount', 'Hemisphere Media Capital', '2DUX²', 'Apparatus Productions', 'Latina Pictures', 'Skydance Media', 'Plan B Entertainment']",531865000,116,331865000
The Princess,2022-06-16,"['Fantasy', 'Action']",English,6.9,664,61.435,0,"['20th Century Studios', 'Original Film']",0,94,0
Pacific Rim,2013-07-11,"['Action', 'Science Fiction', 'Adventure']",English,6.9,11277,63.622,180000000,"['Double Dare You Productions', 'Legendary Pictures']",411002906,131,231002906
Kingsman: The Secret Service,2014-12-13,"['Crime', 'Comedy', 'Action', 'Adventure']",English,7.6,15296,75.169,81000000,"['20th Century Fox', 'Marv Films', 'Cloudy Productions', 'TSG Entertainment']",414351546,129,333351546
Life and Death in the Warehouse,2022-03-07,['Drama'],English,5.7,6,61.087,0,['BBC'],0,59,0
Evil Dead II,1987-03-13,"['Horror', 'Comedy', 'Fantasy']",English,7.6,2631,61.843,3500000,"['Rosebud Releasing Corporation', 'Renaissance Pictures', 'Dino De Laurentiis Company']",10900000,84,7400000
Scream 3,2000-02-03,"['Horror', 'Mystery']",English,6.0,2970,65.271,40000000,"['Craven-Maddalena Films', 'Dimension Films', 'Konrad Pictures']",161834276,116,121834276
Wonder Woman 1984,2020-12-16,"['Action', 'Adventure', 'Fantasy']",English,6.5,7573,63.782,200000000,"['Warner Bros. Pictures', 'The Stone Quarry', 'DC Films', 'Atlas Entertainment']",169601036,151,-30398964
A Thousand and One,2023-03-31,['Drama'],English,7.0,17,67.505,0,"['Sight Unseen Pictures', 'Makeready', 'Hillman Grad Productions']",0,116,0
Decision to Leave,2022-06-29,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",Korean,7.4,702,64.607,0,"['Moho Film', 'CJ Entertainment']",16914773,138,16914773
Aquaman,2018-12-07,"['Action', 'Adventure', 'Fantasy']",English,6.9,12600,67.202,160000000,"['Warner Bros. Pictures', 'The Safran Company', 'DC Films']",1148528393,143,988528393
Inside Out,2015-06-09,"['Animation', 'Family', 'Adventure', 'Drama', 'Comedy']",English,7.9,18986,62.145,175000000,"['Pixar', 'Walt Disney Pictures']",857611174,95,682611174
The Twilight Saga: Eclipse,2010-06-23,"['Adventure', 'Fantasy', 'Drama', 'Romance']",English,6.2,8046,71.554,68000000,"['Summit Entertainment', 'Temple Hill Entertainment', 'Imprint Entertainment', 'Maverick Films', 'Sunswept Entertainment']",698491347,124,630491347
Finch,2021-11-04,"['Science Fiction', 'Drama', 'Adventure']",English,8.0,2884,63.485,2500000,"['Amblin Entertainment', 'ImageMovers', 'Misher Films', 'Reliance Entertainment']",0,115,-2500000
Alienoid,2022-07-20,"['Science Fiction', 'Action', 'Fantasy', 'Adventure']",Korean,7.2,119,61.061,24457676,['Caper Film'],0,143,-24457676
I Believe,2019-06-06,"['Family', 'Drama']",English,7.0,66,59.729,0,['Screen Savers Entertainment'],0,89,0
Jurassic World,2015-06-12,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",English,6.7,19031,62.284,150000000,"['Amblin Entertainment', 'Universal Pictures']",1671537444,124,1521537444
Mulan,2020-09-04,"['Adventure', 'Fantasy', 'Drama', 'Action']",English,6.9,6125,59.74,200000000,"['Walt Disney Pictures', 'China Film Group Corporation', 'Good Fear', 'Jason T. Reed Productions']",66800000,115,-133200000
The Adam Project,2022-03-11,"['Adventure', 'Science Fiction']",English,7.1,3566,69.909,116000000,"['Skydance Media', 'Maximum Effort', '21 Laps Entertainment']",0,106,-116000000
Godzilla: King of the Monsters,2019-05-29,"['Science Fiction', 'Action']",English,6.7,5321,65.06,170000000,"['Legendary Pictures', 'Huahua Media', 'TOHO']",386600138,132,216600138
The Lion King,2019-07-12,"['Adventure', 'Drama', 'Family', 'Animation']",English,7.1,9089,60.21,260000000,"['Walt Disney Pictures', 'Fairview Entertainment']",1663075401,118,1403075401
Batman v Superman: Dawn of Justice,2016-03-23,"['Action', 'Adventure', 'Fantasy']",English,5.9,16728,72.84,250000000,"['Warner Bros. Pictures', 'RatPac Entertainment', 'DC Comics', 'Atlas Entertainment', 'Cruel & Unusual Films', 'DC Entertainment']",873637528,152,623637528
Miraculous World: Shanghai – The Legend of Ladydragon,2021-05-15,"['Animation', 'Fantasy', 'Action', 'TV Movie']",French,7.9,529,57.934,0,"['Zagtoon', 'Method Animation', 'SAMG Animation', 'Norman Studio Works', 'The Walt Disney Company France', 'TF1', 'Gloob', 'Télé-Québec', 'Fantawild Animation', 'Mediawan']",0,54,0
